Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score_Total,Segmento,Customer Name,Customer Age,Gender,Churn
20852,53,7,27189,3,3,3,9,Campeones / VIP,Aaron Boone,53,Female,0
20853,70,6,19164,3,3,3,9,Campeones / VIP,Becky Fuentes,23,Male,0
20854,109,6,17141,3,3,3,9,Campeones / VIP,Jason Humphrey,37,Male,0
20855,395,3,6606,1,1,1,3,Clientes Dormidos / En Riesgo,Michele Barron,59,Female,1
20856,62,6,14101,3,3,2,8,Campeones / VIP,Amanda Lopez,45,Male,0
20857,93,6,20285,3,3,3,9,Campeones / VIP,Joe Herrera,48,Male,0
20858,16,6,13259,3,3,2,8,Campeones / VIP,Brian Harris,50,Female,0
20859,797,5,17196,1,2,3,6,Leales y Activos,Ian Cabrera,56,Male,0
20860,102,6,15485,3,3,2,8,Campeones / VIP,Cameron Lambert,67,Male,0
20861,65,8,20718,3,3,3,9,Campeones / VIP,Eugene Watts,19,Male,0
20862,71,5,13891,3,2,2,7,Leales y Activos,John Greene,29,Female,0
20863,249,2,8439,2,1,1,4,Clientes Dormidos / En Riesgo,Justin Hicks,38,Female,0
20864,163,7,22949,2,3,3,8,Campeones / VIP,Jessica Bell,55,Male,0
20865,138,6,16286,2,3,3,8,Campeones / VIP,Harold Archer,59,Female,1
20866,467,3,9735,1,1,1,3,Clientes Dormidos / En Riesgo,Jane Marks,65,Female,0
20867,102,7,16858,3,3,3,9,Campeones / VIP,Melissa Martinez,50,Male,0
20868,354,4,11396,1,2,2,5,Leales y Activos,Gregory Barton,64,Female,0
20869,149,3,13010,2,1,2,5,Leales y Activos,Raymond Smith,39,Male,0
20870,152,2,7369,2,1,1,4,Clientes Dormidos / En Riesgo,Renee Hudson,50,Female,0
20871,683,4,8749,1,2,1,4,Clientes Dormidos / En Riesgo,Mark Jenkins,66,Female,0
20872,62,7,14670,3,3,2,8,Campeones / VIP,Jacob Wilkinson,46,Female,1
20873,787,2,3917,1,1,1,3,Clientes Dormidos / En Riesgo,Claudia Blake,42,Male,1
20874,48,4,10384,3,2,2,7,Leales y Activos,Adam Smith,27,Female,0
20875,7,4,9777,3,2,1,6,Leales y Activos,Michelle Parker,53,Female,0
20876,108,4,10343,3,2,2,7,Leales y Activos,Carrie Hampton,35,Male,1
20877,140,5,11180,2,2,2,6,Leales y Activos,James Downs,52,Male,0
20878,112,4,15656,2,2,2,6,Leales y Activos,Courtney Graham,21,Male,1
20879,202,4,11677,2,2,2,6,Leales y Activos,Corey Anderson,55,Male,0
20880,147,6,12257,2,3,2,7,Leales y Activos,Brandon Jenkins,40,Male,1
20881,63,5,11563,3,2,2,7,Leales y Activos,Nathan Wong,36,Male,1
20882,144,7,18872,2,3,3,8,Campeones / VIP,Angela Hall,69,Male,0
20883,236,5,10558,2,2,2,6,Leales y Activos,Anthony Martin,67,Female,0
20884,75,5,18335,3,2,3,8,Campeones / VIP,Jade Palmer,31,Female,0
20885,170,8,14753,2,3,2,7,Leales y Activos,Dr. Michael Juarez,28,Female,0
20886,261,5,14519,2,2,2,6,Leales y Activos,Carlos Bryant,61,Male,0
20887,308,5,17405,1,2,3,6,Leales y Activos,Rachel Serrano,55,Female,0
20888,1025,2,8016,1,1,1,3,Clientes Dormidos / En Riesgo,Kenneth Reed,64,Male,0
20889,3,5,11808,3,2,2,7,Leales y Activos,Robert Ayala,40,Female,0
20890,260,5,15086,2,2,2,6,Leales y Activos,Jacob Pittman,18,Male,1
20891,77,7,14302,3,3,2,8,Campeones / VIP,Ryan Hart,28,Female,1
20892,66,5,15753,3,2,2,7,Leales y Activos,Lori Johnston,40,Female,0
20893,42,6,24791,3,3,3,9,Campeones / VIP,Cheryl Nunez,68,Female,0
20894,276,6,18741,2,3,3,8,Campeones / VIP,Amy Olsen,30,Female,0
20895,184,5,11859,2,2,2,6,Leales y Activos,Andrew Taylor,18,Male,0
20896,725,5,11577,1,2,2,5,Leales y Activos,Heather Berry,63,Female,0
20897,68,3,7493,3,1,1,5,Leales y Activos,Brandon Lee,38,Male,0
20898,475,4,12011,1,2,2,5,Leales y Activos,Kelly Edwards,38,Female,0
20899,109,6,14043,3,3,2,8,Campeones / VIP,Tyler Christensen,50,Male,1
20900,777,5,6545,1,2,1,4,Clientes Dormidos / En Riesgo,Brian Ochoa,28,Male,1
20901,257,3,12162,2,1,2,5,Leales y Activos,Eric Garrison,36,Female,1
20902,683,4,13683,1,2,2,5,Leales y Activos,Jessica Garcia,37,Female,1
20903,255,5,15320,2,2,2,6,Leales y Activos,Marissa James,53,Female,0
20904,4,9,18219,3,3,3,9,Campeones / VIP,Tanya Ward DDS,54,Male,0
20905,260,4,6054,2,2,1,5,Leales y Activos,Roy Moore,37,Male,0
20906,167,3,8530,2,1,1,4,Clientes Dormidos / En Riesgo,Brandon Scott,58,Female,0
20907,275,6,17764,2,3,3,8,Campeones / VIP,Christopher Sims,37,Male,0
20908,231,4,10500,2,2,2,6,Leales y Activos,Katie Wise,44,Female,0
20909,82,11,23075,3,3,3,9,Campeones / VIP,Keith Atkinson,22,Male,1
20910,220,4,10358,2,2,2,6,Leales y Activos,Kelly Elliott,31,Female,0
20911,305,4,12007,1,2,2,5,Leales y Activos,Patrick Clark,44,Female,1
20912,352,5,13561,1,2,2,5,Leales y Activos,Erica Marshall,19,Female,0
20913,188,3,2312,2,1,1,4,Clientes Dormidos / En Riesgo,Annette Sullivan DDS,44,Male,0
20914,586,6,16363,1,3,3,7,Leales y Activos,Taylor Lane,26,Male,0
20915,290,5,14815,2,2,2,6,Leales y Activos,Michele Gray,50,Female,0
20916,106,4,9434,3,2,1,6,Leales y Activos,Shaun Baldwin,53,Male,0
20917,32,2,2510,3,1,1,5,Leales y Activos,Donna Campos,20,Female,1
20918,751,5,10026,1,2,1,4,Clientes Dormidos / En Riesgo,David Esparza,67,Male,0
20919,545,2,7687,1,1,1,3,Clientes Dormidos / En Riesgo,James Richardson,56,Female,0
20920,877,1,1917,1,1,1,3,Clientes Dormidos / En Riesgo,David Ellis,67,Male,1
20921,157,4,9961,2,2,1,5,Leales y Activos,Karen Miller,62,Male,1
20922,152,5,13954,2,2,2,6,Leales y Activos,Ethan Chan,56,Male,0
20923,239,4,9871,2,2,1,5,Leales y Activos,Sarah Peters,37,Male,0
20924,119,3,9284,2,1,1,4,Clientes Dormidos / En Riesgo,Brian Aguilar,20,Male,0
20925,318,3,11073,1,1,2,4,Clientes Dormidos / En Riesgo,Gregory Mann,33,Female,0
20926,79,7,18807,3,3,3,9,Campeones / VIP,Margaret Johnson,44,Male,0
20927,405,7,15458,1,3,2,6,Leales y Activos,Kyle Ross,68,Male,0
20928,47,8,22210,3,3,3,9,Campeones / VIP,Jeffrey Stevens,65,Female,0
20929,70,4,6596,3,2,1,6,Leales y Activos,David Glover,30,Male,1
20930,513,2,4182,1,1,1,3,Clientes Dormidos / En Riesgo,Melanie Carter,70,Male,0
20932,601,1,4998,1,1,1,3,Clientes Dormidos / En Riesgo,Suzanne Jarvis,63,Female,0
20933,178,4,9430,2,2,1,5,Leales y Activos,Sherri Sanders,28,Male,0
20934,765,1,945,1,1,1,3,Clientes Dormidos / En Riesgo,Lisa Collins,61,Male,0
20935,26,4,7335,3,2,1,6,Leales y Activos,David Ramirez,46,Female,0
20936,386,4,13832,1,2,2,5,Leales y Activos,Melanie West,44,Female,0
20937,8,6,16908,3,3,3,9,Campeones / VIP,Kristina Lynn,34,Male,0
20938,29,11,36046,3,3,3,9,Campeones / VIP,Garrett Young,55,Female,0
20939,486,3,10986,1,1,2,4,Clientes Dormidos / En Riesgo,David Bishop,62,Male,0
20940,570,4,13788,1,2,2,5,Leales y Activos,Christopher Wallace,63,Female,1
20941,8,6,16202,3,3,3,9,Campeones / VIP,Luis Henry,67,Female,0
20942,118,3,4789,2,1,1,4,Clientes Dormidos / En Riesgo,Samuel Randolph,24,Female,0
20943,30,7,23224,3,3,3,9,Campeones / VIP,John Owen,69,Female,0
20944,64,4,11560,3,2,2,7,Leales y Activos,Morgan Harmon,25,Female,0
20945,230,7,18725,2,3,3,8,Campeones / VIP,Jennifer Hogan MD,33,Male,1
20946,235,9,33265,2,3,3,8,Campeones / VIP,Julia Thompson,27,Male,1
20947,13,7,18066,3,3,3,9,Campeones / VIP,Richard Cochran,57,Female,0
20948,665,2,9886,1,1,1,3,Clientes Dormidos / En Riesgo,William Mcguire,60,Male,0
20949,175,3,6460,2,1,1,4,Clientes Dormidos / En Riesgo,Robert Thomas,18,Female,0
20950,101,9,20933,3,3,3,9,Campeones / VIP,Clarence Lowe,68,Female,0
20951,505,4,8489,1,2,1,4,Clientes Dormidos / En Riesgo,Gregory Campbell,61,Male,0
20952,121,6,16342,2,3,3,8,Campeones / VIP,Keith Taylor,54,Male,0
20953,354,5,8450,1,2,1,4,Clientes Dormidos / En Riesgo,Briana Taylor,31,Female,0
20954,586,2,5983,1,1,1,3,Clientes Dormidos / En Riesgo,Gary Mendoza,23,Male,1
20955,293,8,18230,1,3,3,7,Leales y Activos,Charles Garcia,67,Female,0
20956,14,9,21858,3,3,3,9,Campeones / VIP,Corey Tran,38,Male,0
20957,525,5,9723,1,2,1,4,Clientes Dormidos / En Riesgo,Darlene Moore,37,Male,0
20958,311,9,24220,1,3,3,7,Leales y Activos,Heather Raymond,60,Male,0
20959,93,5,9705,3,2,1,6,Leales y Activos,Stephanie Williams,38,Male,0
20960,21,3,9963,3,1,1,5,Leales y Activos,Stephanie Blankenship MD,39,Male,0
20961,1236,2,5398,1,1,1,3,Clientes Dormidos / En Riesgo,Raymond Willis,47,Female,0
20962,53,4,16763,3,2,3,8,Campeones / VIP,Autumn Franklin,65,Male,0
20963,124,3,9554,2,1,1,4,Clientes Dormidos / En Riesgo,Janice Larsen,59,Female,0
20964,650,2,2546,1,1,1,3,Clientes Dormidos / En Riesgo,Christopher Morris,56,Female,0
20965,87,5,9194,3,2,1,6,Leales y Activos,Tyler Martinez,26,Male,0
20966,471,5,6031,1,2,1,4,Clientes Dormidos / En Riesgo,Eric Kennedy,22,Male,0
20967,25,4,6588,3,2,1,6,Leales y Activos,Tammy Thomas,33,Female,1
20968,206,7,19754,2,3,3,8,Campeones / VIP,Ashley Rodriguez,36,Female,0
20969,482,6,16899,1,3,3,7,Leales y Activos,Pamela Adams,28,Female,0
20970,14,9,28845,3,3,3,9,Campeones / VIP,Robert Hill,45,Male,1
20971,404,2,3452,1,1,1,3,Clientes Dormidos / En Riesgo,Elizabeth Hicks,27,Female,0
20972,117,2,3966,2,1,1,4,Clientes Dormidos / En Riesgo,Brenda Robinson,30,Male,0
20973,251,3,6469,2,1,1,4,Clientes Dormidos / En Riesgo,Erin Winters,26,Male,1
20974,127,5,7249,2,2,1,5,Leales y Activos,Todd Hartman,30,Female,0
20975,358,4,6352,1,2,1,4,Clientes Dormidos / En Riesgo,Sharon James,51,Female,0
20976,196,6,23410,2,3,3,8,Campeones / VIP,Anne White,69,Female,0
20977,3,4,9967,3,2,1,6,Leales y Activos,John Jones,45,Male,1
20978,452,6,21742,1,3,3,7,Leales y Activos,Anthony Mcdonald,43,Female,0
20979,376,3,11651,1,1,2,4,Clientes Dormidos / En Riesgo,Kenneth Obrien,59,Male,0
20980,274,6,15473,2,3,2,7,Leales y Activos,Raymond Hogan,27,Male,0
20981,406,5,14571,1,2,2,5,Leales y Activos,Kathryn Harrington,47,Male,0
20982,247,3,8390,2,1,1,4,Clientes Dormidos / En Riesgo,Melissa Rogers,20,Male,0
20983,22,7,20156,3,3,3,9,Campeones / VIP,Sabrina Peterson,64,Male,1
20984,108,2,5842,3,1,1,5,Leales y Activos,Lindsey Gamble,57,Female,0
20985,202,5,16999,2,2,3,7,Leales y Activos,Matthew House,31,Male,0
20986,524,2,5726,1,1,1,3,Clientes Dormidos / En Riesgo,William Wright,23,Male,0
20987,223,6,19026,2,3,3,8,Campeones / VIP,Mrs. Sandra Cooper,51,Male,1
20988,49,6,16626,3,3,3,9,Campeones / VIP,Michael Kaufman,55,Female,0
20989,190,7,17123,2,3,3,8,Campeones / VIP,Michael Strong,64,Female,0
20990,480,3,8589,1,1,1,3,Clientes Dormidos / En Riesgo,Julie Smith,28,Male,0
20991,19,5,11217,3,2,2,7,Leales y Activos,Mrs. Kendra Lewis,18,Female,1
20992,332,5,11847,1,2,2,5,Leales y Activos,Ethan Smith,55,Female,1
20993,669,3,11490,1,1,2,4,Clientes Dormidos / En Riesgo,Mark Pearson,25,Male,0
20994,281,7,15554,2,3,2,7,Leales y Activos,Matthew Thompson,54,Male,0
20995,240,3,12269,2,1,2,5,Leales y Activos,Brian Perez,36,Female,0
20996,253,8,14849,2,3,2,7,Leales y Activos,Charlene Foster,38,Female,0
20997,72,5,15230,3,2,2,7,Leales y Activos,Jordan Morris,36,Male,0
20998,172,6,19203,2,3,3,8,Campeones / VIP,Christopher Green,23,Female,0
20999,119,7,26566,2,3,3,8,Campeones / VIP,Jasmine Jones,54,Male,0
21000,273,9,26184,2,3,3,8,Campeones / VIP,Kelly Woods,49,Male,0
21001,300,5,13950,1,2,2,5,Leales y Activos,Philip Rodriguez,47,Female,0
21002,260,6,16870,2,3,3,8,Campeones / VIP,Patricia Robinson,46,Female,0
21003,541,3,8959,1,1,1,3,Clientes Dormidos / En Riesgo,Rebecca Lopez,47,Female,0
21004,1223,2,1835,1,1,1,3,Clientes Dormidos / En Riesgo,Philip Delgado,26,Female,0
21006,177,8,17062,2,3,3,8,Campeones / VIP,Cassandra Burns,55,Female,0
21007,1029,2,4710,1,1,1,3,Clientes Dormidos / En Riesgo,Diane Campbell,54,Female,0
21008,18,5,11309,3,2,2,7,Leales y Activos,Craig Wilson,39,Male,0
21009,42,8,16114,3,3,2,8,Campeones / VIP,Emily Elliott,27,Female,0
21010,648,4,7716,1,2,1,4,Clientes Dormidos / En Riesgo,Mary Smith,65,Male,0
21011,107,7,13282,3,3,2,8,Campeones / VIP,Gabriel Miller,21,Female,1
21012,664,6,17390,1,3,3,7,Leales y Activos,Manuel Baxter,31,Female,0
21013,80,5,17387,3,2,3,8,Campeones / VIP,Chris Hart,30,Male,0
21014,28,3,9750,3,1,1,5,Leales y Activos,Richard Taylor,43,Female,1
21015,191,5,14787,2,2,2,6,Leales y Activos,Cameron Davis,62,Male,1
21016,437,3,10534,1,1,2,4,Clientes Dormidos / En Riesgo,Anthony Morales,25,Female,0
21017,29,8,21682,3,3,3,9,Campeones / VIP,Michael Powers,26,Female,0
21018,177,4,16406,2,2,3,7,Leales y Activos,Amanda Lawson,61,Male,0
21019,74,5,12560,3,2,2,7,Leales y Activos,Steven Short,32,Male,1
21020,19,5,16725,3,2,3,8,Campeones / VIP,Sandra Murphy,57,Male,0
21021,304,5,14620,1,2,2,5,Leales y Activos,Jessica Webb,50,Female,0
21022,168,8,24740,2,3,3,8,Campeones / VIP,Christina Gallagher,70,Male,0
21023,744,3,7186,1,1,1,3,Clientes Dormidos / En Riesgo,Derek Mccann,69,Male,0
21024,304,6,14738,1,3,2,6,Leales y Activos,Kenneth Haynes,21,Female,0
21025,37,7,17755,3,3,3,9,Campeones / VIP,Sylvia Ward,18,Female,0
21026,70,4,10554,3,2,2,7,Leales y Activos,Rachel Perry,34,Female,0
21027,139,6,21230,2,3,3,8,Campeones / VIP,Lori Morgan,24,Male,0
21028,165,5,10023,2,2,1,5,Leales y Activos,Chris Vaughn,42,Female,1
21029,488,4,6391,1,2,1,4,Clientes Dormidos / En Riesgo,Donna Morgan,39,Female,0
21030,583,4,6405,1,2,1,4,Clientes Dormidos / En Riesgo,Kendra Williams,35,Male,0
21031,321,4,14411,1,2,2,5,Leales y Activos,Andrew Robertson,61,Male,0
21032,419,5,18930,1,2,3,6,Leales y Activos,Michael Thomas,46,Female,1
21033,91,3,5627,3,1,1,5,Leales y Activos,Brenda Black,64,Female,0
21034,489,6,21772,1,3,3,7,Leales y Activos,Lisa Jenkins,60,Female,0
21035,4,7,12641,3,3,2,8,Campeones / VIP,Peter Watson,50,Female,1
21036,657,4,8754,1,2,1,4,Clientes Dormidos / En Riesgo,Katrina Gonzales,31,Female,1
21037,0,5,8735,3,2,1,6,Leales y Activos,Nicholas Lee,19,Female,0
21038,306,6,23741,1,3,3,7,Leales y Activos,Catherine Yoder,32,Female,0
21039,432,6,16256,1,3,3,7,Leales y Activos,Erica Lee,51,Female,0
21040,302,3,6023,1,1,1,3,Clientes Dormidos / En Riesgo,Stephanie Pierce,53,Female,0
21041,663,2,7709,1,1,1,3,Clientes Dormidos / En Riesgo,Scott Myers,25,Female,1
21042,7,2,6602,3,1,1,5,Leales y Activos,Kiara Wilson,56,Female,0
21043,721,3,7893,1,1,1,3,Clientes Dormidos / En Riesgo,Jade Cobb,41,Male,0
21044,302,4,13453,1,2,2,5,Leales y Activos,Michael Moore,26,Female,0
21045,265,2,5872,2,1,1,4,Clientes Dormidos / En Riesgo,Jaime Hancock,19,Male,0
21046,22,3,6851,3,1,1,5,Leales y Activos,Karen Cobb,52,Male,0
21047,156,5,19097,2,2,3,7,Leales y Activos,Andrew Walker,35,Female,0
21048,262,4,13145,2,2,2,6,Leales y Activos,Christopher Joseph,40,Male,0
21049,326,2,5222,1,1,1,3,Clientes Dormidos / En Riesgo,Brooke Bryant,42,Female,0
21050,1265,3,6266,1,1,1,3,Clientes Dormidos / En Riesgo,Jacob Fleming,44,Female,0
21051,106,1,782,3,1,1,5,Leales y Activos,Christine Walker,68,Male,0
21052,517,4,11055,1,2,2,5,Leales y Activos,Shannon Murillo,66,Male,0
21054,286,4,16764,2,2,3,7,Leales y Activos,Pamela Oneill,49,Female,0
21055,224,4,10576,2,2,2,6,Leales y Activos,Adrienne Owens,41,Male,0
21056,970,4,9878,1,2,1,4,Clientes Dormidos / En Riesgo,Kristin Perez,56,Male,1
21057,79,7,21232,3,3,3,9,Campeones / VIP,Timothy Buck,60,Female,0
21058,159,2,5120,2,1,1,4,Clientes Dormidos / En Riesgo,Curtis Quinn,58,Female,0
21059,209,2,9018,2,1,1,4,Clientes Dormidos / En Riesgo,Shawn Williams PhD,47,Male,1
21060,636,4,10754,1,2,2,5,Leales y Activos,Sean Ward,59,Male,0
21061,384,4,11434,1,2,2,5,Leales y Activos,Jennifer Bailey,69,Male,1
21062,207,5,14969,2,2,2,6,Leales y Activos,Eric Hernandez,54,Male,1
21063,2,3,8806,3,1,1,5,Leales y Activos,Grace Guerrero,58,Male,1
21064,46,4,10893,3,2,2,7,Leales y Activos,Lisa Griffin,26,Female,0
21065,747,2,10111,1,1,1,3,Clientes Dormidos / En Riesgo,Felicia Farrell,68,Male,0
21066,21,5,11481,3,2,2,7,Leales y Activos,Charles Wright,54,Male,0
21067,208,6,13365,2,3,2,7,Leales y Activos,Stacie Beltran,64,Male,0
21068,197,5,10435,2,2,2,6,Leales y Activos,Brittany Johnson,56,Male,1
21069,205,9,31363,2,3,3,8,Campeones / VIP,Patricia Meza,35,Male,0
21070,349,4,9718,1,2,1,4,Clientes Dormidos / En Riesgo,Jessica Chavez,19,Female,1
21071,360,6,25461,1,3,3,7,Leales y Activos,Benjamin Thomas,67,Female,0
21072,229,4,16503,2,2,3,7,Leales y Activos,Krista Blake,30,Female,1
21073,900,7,18300,1,3,3,7,Leales y Activos,Jennifer Payne,39,Male,0
21074,29,5,9877,3,2,1,6,Leales y Activos,Catherine Peterson,55,Female,0
21075,419,4,10816,1,2,2,5,Leales y Activos,Dorothy Saunders,21,Female,0
21076,301,5,14085,1,2,2,5,Leales y Activos,Luke Oneill,20,Female,0
21077,225,4,14531,2,2,2,6,Leales y Activos,Shelly Donovan,63,Male,0
21078,549,3,8345,1,1,1,3,Clientes Dormidos / En Riesgo,Andrea Swanson,53,Male,0
21079,184,2,6072,2,1,1,4,Clientes Dormidos / En Riesgo,Alex Nash,66,Female,1
21080,230,10,20059,2,3,3,8,Campeones / VIP,Jacqueline Ward,25,Female,0
21081,90,7,22812,3,3,3,9,Campeones / VIP,Leroy Brown,35,Female,0
21082,128,6,20275,2,3,3,8,Campeones / VIP,Amy Santos,57,Female,1
21083,239,4,11673,2,2,2,6,Leales y Activos,Kelsey Reid,51,Male,0
21084,473,5,10895,1,2,2,5,Leales y Activos,Jessica Hernandez,59,Female,0
21085,350,5,9986,1,2,1,4,Clientes Dormidos / En Riesgo,Ronnie Scott,34,Male,1
21086,241,7,23700,2,3,3,8,Campeones / VIP,Lori Bailey,69,Female,0
21087,1173,3,9669,1,1,1,3,Clientes Dormidos / En Riesgo,Joseph Lopez,24,Female,0
21088,74,6,16686,3,3,3,9,Campeones / VIP,Donna Jacobs,30,Female,0
21089,134,5,13744,2,2,2,6,Leales y Activos,Kevin Gill,23,Male,0
21090,371,3,9859,1,1,1,3,Clientes Dormidos / En Riesgo,Evan Bentley,55,Female,0
21091,727,4,9702,1,2,1,4,Clientes Dormidos / En Riesgo,Janice Turner,56,Male,0
21092,85,1,3031,3,1,1,5,Leales y Activos,Alyssa Beltran,66,Male,0
21093,32,4,9213,3,2,1,6,Leales y Activos,Jonathan Holt,22,Female,0
21094,562,4,6221,1,2,1,4,Clientes Dormidos / En Riesgo,Amanda Lopez,63,Female,0
21095,374,2,9528,1,1,1,3,Clientes Dormidos / En Riesgo,Theresa Kent,43,Female,0
21096,1025,1,3280,1,1,1,3,Clientes Dormidos / En Riesgo,Nicole Price,47,Male,0
21097,34,5,7962,3,2,1,6,Leales y Activos,Mariah Huber,56,Male,0
21098,77,5,14516,3,2,2,7,Leales y Activos,Ryan Maxwell,38,Male,1
21099,125,6,27141,2,3,3,8,Campeones / VIP,Janet Michael,63,Female,0
21100,26,2,2280,3,1,1,5,Leales y Activos,Ronald Brown,27,Female,0
21101,22,6,19833,3,3,3,9,Campeones / VIP,Carrie Sanders,45,Female,0
21102,289,6,16129,2,3,3,8,Campeones / VIP,Tracy Myers,24,Female,1
21103,67,5,11379,3,2,2,7,Leales y Activos,Richard Hampton,31,Female,0
21104,349,7,20207,1,3,3,7,Leales y Activos,Ryan Mathis,54,Male,1
21105,136,4,10720,2,2,2,6,Leales y Activos,Christine Powell,63,Female,0
21106,134,6,24775,2,3,3,8,Campeones / VIP,Rebecca Thomas,31,Male,0
21107,166,8,24332,2,3,3,8,Campeones / VIP,Adriana Young,58,Male,0
21108,306,4,8555,1,2,1,4,Clientes Dormidos / En Riesgo,Robert Lowe,64,Female,0
21109,368,7,18050,1,3,3,7,Leales y Activos,David Brooks,21,Female,0
21110,436,5,14162,1,2,2,5,Leales y Activos,Nathan Andrews,63,Female,1
21111,318,2,4016,1,1,1,3,Clientes Dormidos / En Riesgo,Justin Ochoa,58,Female,0
21112,1141,2,6690,1,1,1,3,Clientes Dormidos / En Riesgo,Jay Caldwell,26,Male,0
21113,184,5,17831,2,2,3,7,Leales y Activos,Harold Collins,46,Male,0
21114,79,6,18675,3,3,3,9,Campeones / VIP,Nathan Pierce,65,Female,1
21115,379,7,20155,1,3,3,7,Leales y Activos,John Hammond,29,Male,0
21116,596,2,5163,1,1,1,3,Clientes Dormidos / En Riesgo,Kyle Faulkner,46,Female,0
21117,103,4,8478,3,2,1,6,Leales y Activos,Michelle Padilla,61,Female,0
21118,106,4,10362,3,2,2,7,Leales y Activos,William Johnson,69,Female,0
21119,270,6,10829,2,3,2,7,Leales y Activos,Kiara Phillips,38,Female,0
21120,194,3,8897,2,1,1,4,Clientes Dormidos / En Riesgo,Gina Dougherty,54,Female,0
21121,910,3,11784,1,1,2,4,Clientes Dormidos / En Riesgo,Michelle Jackson,24,Female,0
21122,340,2,7883,1,1,1,3,Clientes Dormidos / En Riesgo,Thomas Williams,63,Male,0
21123,5,3,10296,3,1,2,6,Leales y Activos,Monica Boyd,53,Female,0
21124,129,4,4489,2,2,1,5,Leales y Activos,Brian Wilson,49,Female,0
21125,374,5,10871,1,2,2,5,Leales y Activos,Megan Aguilar,62,Male,0
21126,610,5,13868,1,2,2,5,Leales y Activos,Noah Mclaughlin,62,Female,0
21127,226,6,24431,2,3,3,8,Campeones / VIP,Laura Hart,31,Male,0
21128,40,3,11295,3,1,2,6,Leales y Activos,Kevin Massey,47,Male,0
21129,340,2,4116,1,1,1,3,Clientes Dormidos / En Riesgo,Charles Nelson,64,Female,0
21130,448,3,5485,1,1,1,3,Clientes Dormidos / En Riesgo,David Smith,19,Male,0
21131,1345,1,1092,1,1,1,3,Clientes Dormidos / En Riesgo,Samuel Jackson,59,Female,0
21132,126,4,10785,2,2,2,6,Leales y Activos,Jennifer Medina,68,Female,1
21133,222,8,19000,2,3,3,8,Campeones / VIP,Jonathan Martin DDS,48,Male,0
21134,291,6,12704,2,3,2,7,Leales y Activos,Abigail Green,37,Male,0
21135,84,3,7988,3,1,1,5,Leales y Activos,Laura Andrade,42,Female,0
21136,131,6,21885,2,3,3,8,Campeones / VIP,Andrew Miller,60,Female,0
21137,41,5,14218,3,2,2,7,Leales y Activos,Brenda Carter,21,Male,0
21138,273,4,12945,2,2,2,6,Leales y Activos,Christine Williams,66,Female,0
21139,237,2,3768,2,1,1,4,Clientes Dormidos / En Riesgo,David Perez,67,Male,0
21140,265,6,12345,2,3,2,7,Leales y Activos,Jeffery Morris,64,Male,0
21141,66,7,16665,3,3,3,9,Campeones / VIP,Hector Noble,31,Male,1
21142,162,6,20983,2,3,3,8,Campeones / VIP,Chris Patel,63,Male,0
21143,29,7,10652,3,3,2,8,Campeones / VIP,Carlos Morris,47,Male,0
21144,319,4,8897,1,2,1,4,Clientes Dormidos / En Riesgo,Dawn Howell,63,Female,0
21145,450,3,6174,1,1,1,3,Clientes Dormidos / En Riesgo,Karen Carpenter,64,Male,0
21146,193,4,9617,2,2,1,5,Leales y Activos,Timothy Reed,28,Female,0
21147,203,9,19953,2,3,3,8,Campeones / VIP,Courtney Hoover,53,Male,0
21148,45,7,17895,3,3,3,9,Campeones / VIP,Emily Yoder,60,Female,0
21149,9,7,24678,3,3,3,9,Campeones / VIP,Julie Hahn,66,Male,0
21150,56,9,25683,3,3,3,9,Campeones / VIP,Austin Martinez,58,Female,0
21151,330,1,5121,1,1,1,3,Clientes Dormidos / En Riesgo,Stephanie Palmer,31,Female,0
21152,425,4,7483,1,2,1,4,Clientes Dormidos / En Riesgo,Martin Murphy,44,Female,0
21153,396,4,12768,1,2,2,5,Leales y Activos,Michael Chase,50,Female,0
21154,94,7,22304,3,3,3,9,Campeones / VIP,Cindy Harmon,48,Male,0
21155,256,1,423,2,1,1,4,Clientes Dormidos / En Riesgo,Todd Hudson,45,Female,0
21156,15,7,25480,3,3,3,9,Campeones / VIP,Adam Ward,68,Male,0
21157,305,4,11092,1,2,2,5,Leales y Activos,Julie Sanchez,18,Female,0
21158,810,4,12247,1,2,2,5,Leales y Activos,Robert Rodriguez,67,Male,1
21159,222,7,12068,2,3,2,7,Leales y Activos,John Johnson,18,Female,0
21160,215,7,19237,2,3,3,8,Campeones / VIP,Shelby Wright,47,Male,0
21161,6,6,16897,3,3,3,9,Campeones / VIP,Brent Long,48,Male,0
21162,166,3,6583,2,1,1,4,Clientes Dormidos / En Riesgo,Alexander Moore,32,Female,0
21163,41,11,32484,3,3,3,9,Campeones / VIP,Samantha Stuart,46,Male,0
21164,237,3,6397,2,1,1,4,Clientes Dormidos / En Riesgo,Tracy Odonnell,65,Male,0
21165,55,6,25684,3,3,3,9,Campeones / VIP,Jason Livingston,63,Female,1
21166,363,3,8032,1,1,1,3,Clientes Dormidos / En Riesgo,Jared Powell,33,Male,1
21167,377,3,2182,1,1,1,3,Clientes Dormidos / En Riesgo,Ashley Trujillo,27,Male,0
21168,57,4,13026,3,2,2,7,Leales y Activos,Kelly Obrien,67,Female,0
21169,53,3,2387,3,1,1,5,Leales y Activos,Katie Davis,48,Female,0
